ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071706	BP	GO:0071706	tumor necrosis factor superfamily cytokine production	16/337	242/20973	2.07997747578757e-06	0.000172726640170189	0.000135047137789657	ENSG00000011600/ENSG00000102575/ENSG00000114013/ENSG00000121807/ENSG00000136235/ENSG00000137462/ENSG00000149177/ENSG00000151651/ENSG00000154589/ENSG00000165168/ENSG00000169403/ENSG00000170458/ENSG00000172243/ENSG00000174059/ENSG00000186818/ENSG00000188906	16
GO:0007162	BP	GO:0007162	negative regulation of cell adhesion	20/337	373/20973	2.94508511235678e-06	0.00022989334387057	0.000179743194541522	ENSG00000010278/ENSG00000020633/ENSG00000076641/ENSG00000087245/ENSG00000102760/ENSG00000105329/ENSG00000110031/ENSG00000113916/ENSG00000114013/ENSG00000120708/ENSG00000131042/ENSG00000131981/ENSG00000136040/ENSG00000136235/ENSG00000136689/ENSG00000138061/ENSG00000155659/ENSG00000157227/ENSG00000172216/ENSG00000186818	20
GO:0002274	BP	GO:0002274	myeloid leukocyte activation	17/337	280/20973	3.19032742166684e-06	0.000240782534134101	0.000188256959276874	ENSG00000011600/ENSG00000030582/ENSG00000043462/ENSG00000110395/ENSG00000121807/ENSG00000137462/ENSG00000155659/ENSG00000158869/ENSG00000160255/ENSG00000169403/ENSG00000169896/ENSG00000177606/ENSG00000186074/ENSG00000186818/ENSG00000188822/ENSG00000188906/ENSG00000271605	17
GO:0008360	BP	GO:0008360	regulation of cell shape	13/337	167/20973	3.20796612220683e-06	0.000240782534134101	0.000188256959276874	ENSG00000082397/ENSG00000101336/ENSG00000108691/ENSG00000135424/ENSG00000136040/ENSG00000146192/ENSG00000146376/ENSG00000151491/ENSG00000157827/ENSG00000160255/ENSG00000182578/ENSG00000206190/ENSG00000275342	13
GO:0002685	BP	GO:0002685	regulation of leukocyte migration	16/337	257/20973	4.51692984239954e-06	0.000314813878122954	0.000246138714532261	ENSG00000010278/ENSG00000090339/ENSG00000100600/ENSG00000108691/ENSG00000121807/ENSG00000131981/ENSG00000146070/ENSG00000151651/ENSG00000157227/ENSG00000158714/ENSG00000160712/ENSG00000163823/ENSG00000169224/ENSG00000169403/ENSG00000174600/ENSG00000182578	16
GO:0048771	BP	GO:0048771	tissue remodeling	13/337	178/20973	6.47078217096012e-06	0.000438346816993484	0.000342723525078984	ENSG00000087245/ENSG00000101439/ENSG00000102575/ENSG00000105329/ENSG00000107798/ENSG00000121807/ENSG00000136235/ENSG00000141655/ENSG00000151651/ENSG00000154229/ENSG00000157227/ENSG00000166340/ENSG00000182578	13
GO:1901214	BP	GO:1901214	regulation of neuron death	20/337	396/20973	7.19543671228407e-06	0.000475996432000758	0.000372160054039456	ENSG00000011600/ENSG00000028137/ENSG00000030582/ENSG00000099250/ENSG00000100600/ENSG00000107731/ENSG00000108691/ENSG00000110395/ENSG00000136235/ENSG00000142185/ENSG00000151012/ENSG00000151651/ENSG00000159388/ENSG00000160255/ENSG00000169896/ENSG00000170345/ENSG00000172216/ENSG00000174059/ENSG00000177606/ENSG00000188906	20
GO:0007272	BP	GO:0007272	ensheathment of neurons	12/337	154/20973	7.58804532517093e-06	0.000485510506625281	0.000379598678130639	ENSG00000010278/ENSG00000025708/ENSG00000028137/ENSG00000082397/ENSG00000109099/ENSG00000112033/ENSG00000121966/ENSG00000137462/ENSG00000140678/ENSG00000157168/ENSG00000164300/ENSG00000178209	12
GO:0008366	BP	GO:0008366	axon ensheathment	12/337	154/20973	7.58804532517093e-06	0.000485510506625281	0.000379598678130639	ENSG00000010278/ENSG00000025708/ENSG00000028137/ENSG00000082397/ENSG00000109099/ENSG00000112033/ENSG00000121966/ENSG00000137462/ENSG00000140678/ENSG00000157168/ENSG00000164300/ENSG00000178209	12
GO:0042113	BP	GO:0042113	B cell activation	18/337	333/20973	8.27970032885684e-06	0.000509047021881703	0.000398000813526722	ENSG00000011600/ENSG00000048052/ENSG00000105329/ENSG00000106546/ENSG00000113916/ENSG00000114013/ENSG00000115738/ENSG00000122025/ENSG00000124762/ENSG00000134061/ENSG00000140968/ENSG00000149177/ENSG00000157227/ENSG00000158714/ENSG00000161955/ENSG00000169508/ENSG00000172175/ENSG00000185650	18
GO:0007160	BP	GO:0007160	cell-matrix adhesion	16/337	270/20973	8.43881523780018e-06	0.000509047021881703	0.000398000813526722	ENSG00000070759/ENSG00000099250/ENSG00000113916/ENSG00000122861/ENSG00000132669/ENSG00000135424/ENSG00000139626/ENSG00000140678/ENSG00000144668/ENSG00000149177/ENSG00000156299/ENSG00000157227/ENSG00000160255/ENSG00000169896/ENSG00000174059/ENSG00000248905	16
GO:0070997	BP	GO:0070997	neuron death	21/337	435/20973	8.47759580382031e-06	0.000509047021881703	0.000398000813526722	ENSG00000011600/ENSG00000028137/ENSG00000030582/ENSG00000099250/ENSG00000100600/ENSG00000107731/ENSG00000108691/ENSG00000110395/ENSG00000136235/ENSG00000142185/ENSG00000151012/ENSG00000151651/ENSG00000159388/ENSG00000160255/ENSG00000169896/ENSG00000170345/ENSG00000172216/ENSG00000174059/ENSG00000177606/ENSG00000188906/ENSG00000197381	21
GO:0070374	BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	16/337	272/20973	9.25734122024425e-06	0.000541305332442286	0.000423222125692837	ENSG00000010610/ENSG00000090339/ENSG00000099250/ENSG00000105329/ENSG00000108691/ENSG00000112038/ENSG00000136235/ENSG00000141655/ENSG00000145431/ENSG00000154229/ENSG00000157168/ENSG00000163823/ENSG00000169508/ENSG00000171631/ENSG00000177606/ENSG00000182578	16
GO:0014074	BP	GO:0014074	response to purine-containing compound	11/337	138/20973	1.46701693011037e-05	0.000806446067355038	0.000630523659064486	ENSG00000053918/ENSG00000106546/ENSG00000107263/ENSG00000138061/ENSG00000142185/ENSG00000169403/ENSG00000170345/ENSG00000171631/ENSG00000178726/ENSG00000183023/ENSG00000185650	11
GO:0055094	BP	GO:0055094	response to lipoprotein particle	6/337	34/20973	1.51452781616942e-05	0.000821000287015175	0.000641902944309234	ENSG00000010278/ENSG00000129226/ENSG00000141458/ENSG00000158869/ENSG00000160255/ENSG00000165029	6
GO:0032963	BP	GO:0032963	collagen metabolic process	10/337	115/20973	1.68311758495084e-05	0.000899891497816866	0.00070358440933994	ENSG00000087245/ENSG00000101439/ENSG00000102760/ENSG00000105329/ENSG00000106991/ENSG00000112033/ENSG00000135047/ENSG00000157227/ENSG00000164733/ENSG00000179583	10
GO:0070371	BP	GO:0070371	ERK1 and ERK2 cascade	19/337	388/20973	1.87463546196587e-05	0.000956612184673638	0.000747931745720263	ENSG00000010610/ENSG00000090339/ENSG00000099250/ENSG00000103811/ENSG00000105329/ENSG00000108691/ENSG00000112038/ENSG00000136235/ENSG00000141655/ENSG00000142405/ENSG00000145431/ENSG00000154229/ENSG00000157168/ENSG00000163823/ENSG00000169508/ENSG00000171631/ENSG00000177606/ENSG00000182578/ENSG00000185650	19
GO:0003018	BP	GO:0003018	vascular process in circulatory system	16/337	288/20973	1.88071873911705e-05	0.000956612184673638	0.000747931745720263	ENSG00000050438/ENSG00000059804/ENSG00000087245/ENSG00000105329/ENSG00000112033/ENSG00000113749/ENSG00000121064/ENSG00000123384/ENSG00000124406/ENSG00000128512/ENSG00000148680/ENSG00000149177/ENSG00000164116/ENSG00000176105/ENSG00000178209/ENSG00000183023	16
GO:0043615	BP	GO:0043615	astrocyte cell migration	4/337	11/20973	1.97672018807279e-05	0.000989120371031806	0.000773348424456546	ENSG00000108691/ENSG00000121807/ENSG00000157227/ENSG00000169508	4
GO:0007229	BP	GO:0007229	integrin-mediated signaling pathway	10/337	119/20973	2.2702820657643e-05	0.00105487034555691	0.000824755351961242	ENSG00000074966/ENSG00000082074/ENSG00000099250/ENSG00000101336/ENSG00000135424/ENSG00000139626/ENSG00000140678/ENSG00000144668/ENSG00000160255/ENSG00000169896	10
GO:0045730	BP	GO:0045730	respiratory burst	6/337	37/20973	2.5139152997615e-05	0.00112003334808711	0.000875703352644936	ENSG00000030582/ENSG00000101336/ENSG00000116701/ENSG00000158714/ENSG00000165168/ENSG00000172243	6
GO:0071402	BP	GO:0071402	cellular response to lipoprotein particle stimulus	6/337	37/20973	2.5139152997615e-05	0.00112003334808711	0.000875703352644936	ENSG00000010278/ENSG00000129226/ENSG00000141458/ENSG00000158869/ENSG00000160255/ENSG00000165029	6
GO:0038127	BP	GO:0038127	ERBB signaling pathway	10/337	123/20973	3.02511980831484e-05	0.00127295787526294	0.000995268115049764	ENSG00000011422/ENSG00000013364/ENSG00000100600/ENSG00000105329/ENSG00000110395/ENSG00000124882/ENSG00000127946/ENSG00000149177/ENSG00000157168/ENSG00000159733	10
GO:0048008	BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	7/337	56/20973	3.06579657378213e-05	0.00127295787526294	0.000995268115049764	ENSG00000099250/ENSG00000110395/ENSG00000123384/ENSG00000127946/ENSG00000145431/ENSG00000149177/ENSG00000157483	7
GO:0071320	BP	GO:0071320	cellular response to cAMP	7/337	56/20973	3.06579657378213e-05	0.00127295787526294	0.000995268115049764	ENSG00000053918/ENSG00000106546/ENSG00000107263/ENSG00000138061/ENSG00000169403/ENSG00000183023/ENSG00000185650	7
GO:0150076	BP	GO:0150076	neuroinflammatory response	9/337	99/20973	3.1221480618986e-05	0.00128270988269371	0.00100289276802704	ENSG00000011600/ENSG00000028137/ENSG00000030582/ENSG00000123384/ENSG00000137462/ENSG00000160255/ENSG00000169896/ENSG00000177606/ENSG00000188906	9
GO:0046683	BP	GO:0046683	response to organophosphorus	10/337	128/20973	4.26235543677046e-05	0.00156742514998745	0.00122549874180822	ENSG00000053918/ENSG00000106546/ENSG00000107263/ENSG00000138061/ENSG00000169403/ENSG00000170345/ENSG00000171631/ENSG00000178726/ENSG00000183023/ENSG00000185650	10
GO:0002429	BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	18/337	377/20973	4.31947668527597e-05	0.00156742514998745	0.00122549874180822	ENSG00000011600/ENSG00000043462/ENSG00000074966/ENSG00000082074/ENSG00000101336/ENSG00000110031/ENSG00000131981/ENSG00000149177/ENSG00000158869/ENSG00000169224/ENSG00000171051/ENSG00000172175/ENSG00000172243/ENSG00000174600/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000187474	18
GO:0002757	BP	GO:0002757	immune response-activating signal transduction	18/337	377/20973	4.31947668527597e-05	0.00156742514998745	0.00122549874180822	ENSG00000011600/ENSG00000043462/ENSG00000074966/ENSG00000082074/ENSG00000101336/ENSG00000110031/ENSG00000131981/ENSG00000149177/ENSG00000158869/ENSG00000169224/ENSG00000171051/ENSG00000172175/ENSG00000172243/ENSG00000174600/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000187474	18
GO:0042326	BP	GO:0042326	negative regulation of phosphorylation	19/337	413/20973	4.39238193248554e-05	0.00157279510848542	0.00122969726917195	ENSG00000013364/ENSG00000105329/ENSG00000106991/ENSG00000110395/ENSG00000123384/ENSG00000124762/ENSG00000131370/ENSG00000135549/ENSG00000142405/ENSG00000149177/ENSG00000150593/ENSG00000153823/ENSG00000159733/ENSG00000177606/ENSG00000178209/ENSG00000183023/ENSG00000186818/ENSG00000188906/ENSG00000197381	19
GO:0009612	BP	GO:0009612	response to mechanical stimulus	13/337	217/20973	5.27688034630212e-05	0.00177548827513941	0.00138817387694463	ENSG00000053918/ENSG00000087245/ENSG00000106991/ENSG00000120889/ENSG00000121966/ENSG00000148180/ENSG00000157227/ENSG00000159388/ENSG00000170345/ENSG00000177606/ENSG00000178209/ENSG00000183023/ENSG00000255833	13
GO:0006898	BP	GO:0006898	receptor-mediated endocytosis	15/337	282/20973	5.62096669574608e-05	0.00187509683876042	0.00146605330193143	ENSG00000010278/ENSG00000010327/ENSG00000110395/ENSG00000123384/ENSG00000127946/ENSG00000135047/ENSG00000158869/ENSG00000160255/ENSG00000168461/ENSG00000169896/ENSG00000170458/ENSG00000182718/ENSG00000186818/ENSG00000197081/ENSG00000260314	15
GO:0051251	BP	GO:0051251	positive regulation of lymphocyte activation	21/337	496/20973	5.84655488081457e-05	0.00192029008336125	0.00150138785324764	ENSG00000010610/ENSG00000011600/ENSG00000020633/ENSG00000105329/ENSG00000108691/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000124762/ENSG00000131042/ENSG00000151651/ENSG00000157227/ENSG00000161955/ENSG00000169508/ENSG00000172175/ENSG00000172243/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000196735/ENSG00000276231	21
GO:1903037	BP	GO:1903037	regulation of leukocyte cell-cell adhesion	21/337	498/20973	6.19084322562681e-05	0.00200777073696088	0.00156978501461752	ENSG00000010610/ENSG00000020633/ENSG00000076641/ENSG00000108691/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000131042/ENSG00000131981/ENSG00000136235/ENSG00000151651/ENSG00000155659/ENSG00000160255/ENSG00000169403/ENSG00000172175/ENSG00000172216/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000196735/ENSG00000276231	21
GO:0007596	BP	GO:0007596	blood coagulation	14/337	252/20973	6.22444937669142e-05	0.00200777073696088	0.00156978501461752	ENSG00000010278/ENSG00000011422/ENSG00000074966/ENSG00000102780/ENSG00000122861/ENSG00000132205/ENSG00000138185/ENSG00000151012/ENSG00000154229/ENSG00000158869/ENSG00000174059/ENSG00000178726/ENSG00000197249/ENSG00000198682	14
GO:0045766	BP	GO:0045766	positive regulation of angiogenesis	12/337	192/20973	6.79819782855012e-05	0.00213978759071219	0.00167300301400397	ENSG00000030582/ENSG00000099250/ENSG00000103811/ENSG00000106991/ENSG00000121966/ENSG00000132205/ENSG00000138061/ENSG00000140678/ENSG00000154229/ENSG00000165168/ENSG00000174059/ENSG00000276231	12
GO:1904018	BP	GO:1904018	positive regulation of vasculature development	12/337	192/20973	6.79819782855012e-05	0.00213978759071219	0.00167300301400397	ENSG00000030582/ENSG00000099250/ENSG00000103811/ENSG00000106991/ENSG00000121966/ENSG00000132205/ENSG00000138061/ENSG00000140678/ENSG00000154229/ENSG00000165168/ENSG00000174059/ENSG00000276231	12
GO:0010712	BP	GO:0010712	regulation of collagen metabolic process	6/337	44/20973	6.94483813030759e-05	0.00216845625780724	0.00169541774650625	ENSG00000101439/ENSG00000102760/ENSG00000105329/ENSG00000106991/ENSG00000112033/ENSG00000179583	6
GO:0070482	BP	GO:0070482	response to oxygen levels	17/337	356/20973	7.01357901485633e-05	0.00217253959484002	0.00169861032281274	ENSG00000087245/ENSG00000102760/ENSG00000110395/ENSG00000112033/ENSG00000121966/ENSG00000122861/ENSG00000137462/ENSG00000150907/ENSG00000151651/ENSG00000156273/ENSG00000157227/ENSG00000160789/ENSG00000164116/ENSG00000165168/ENSG00000174059/ENSG00000183023/ENSG00000185650	17
GO:0043299	BP	GO:0043299	leukocyte degranulation	8/337	86/20973	7.30434910519119e-05	0.00224479327224891	0.00175510220107329	ENSG00000101336/ENSG00000105374/ENSG00000110395/ENSG00000121807/ENSG00000160255/ENSG00000169403/ENSG00000169896/ENSG00000271605	8
GO:0050817	BP	GO:0050817	coagulation	14/337	257/20973	7.68323066527753e-05	0.00232462397570374	0.00181751821286328	ENSG00000010278/ENSG00000011422/ENSG00000074966/ENSG00000102780/ENSG00000122861/ENSG00000132205/ENSG00000138185/ENSG00000151012/ENSG00000154229/ENSG00000158869/ENSG00000174059/ENSG00000178726/ENSG00000197249/ENSG00000198682	14
GO:0071277	BP	GO:0071277	cellular response to calcium ion	8/337	87/20973	7.93315215024975e-05	0.00236790416810606	0.00185135703530064	ENSG00000100600/ENSG00000111344/ENSG00000132965/ENSG00000142185/ENSG00000145349/ENSG00000170345/ENSG00000171223/ENSG00000177606	8
GO:0050920	BP	GO:0050920	regulation of chemotaxis	14/337	258/20973	8.0082846576992e-05	0.00236790416810606	0.00185135703530064	ENSG00000099250/ENSG00000100600/ENSG00000105329/ENSG00000108691/ENSG00000121807/ENSG00000121966/ENSG00000146070/ENSG00000158714/ENSG00000160712/ENSG00000163823/ENSG00000167680/ENSG00000169508/ENSG00000174600/ENSG00000182578	14
GO:0007599	BP	GO:0007599	hemostasis	14/337	259/20973	8.34524905035037e-05	0.0024489854919938	0.00191475085057109	ENSG00000010278/ENSG00000011422/ENSG00000074966/ENSG00000102780/ENSG00000122861/ENSG00000132205/ENSG00000138185/ENSG00000151012/ENSG00000154229/ENSG00000158869/ENSG00000174059/ENSG00000178726/ENSG00000197249/ENSG00000198682	14
GO:0071453	BP	GO:0071453	cellular response to oxygen levels	11/337	173/20973	0.000116700046598754	0.00316305751302038	0.00247305142609493	ENSG00000102760/ENSG00000110395/ENSG00000112033/ENSG00000150907/ENSG00000151651/ENSG00000156273/ENSG00000160789/ENSG00000165168/ENSG00000174059/ENSG00000183023/ENSG00000185650	11
GO:0050863	BP	GO:0050863	regulation of T cell activation	20/337	488/20973	0.000135603356572592	0.00360040748777433	0.00281499556537017	ENSG00000010610/ENSG00000020633/ENSG00000028137/ENSG00000076641/ENSG00000108691/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000131042/ENSG00000131981/ENSG00000136235/ENSG00000151651/ENSG00000155659/ENSG00000172175/ENSG00000172216/ENSG00000176105/ENSG00000179344/ENSG00000186818/ENSG00000196735/ENSG00000276231	20
GO:0070661	BP	GO:0070661	leukocyte proliferation	18/337	426/20973	0.000201218641325013	0.00490847723182204	0.0038377160605343	ENSG00000011600/ENSG00000028137/ENSG00000106546/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000122025/ENSG00000124762/ENSG00000131042/ENSG00000131981/ENSG00000134061/ENSG00000136235/ENSG00000155659/ENSG00000169508/ENSG00000172175/ENSG00000172216/ENSG00000182578/ENSG00000186818	18
GO:0046651	BP	GO:0046651	lymphocyte proliferation	17/337	389/20973	0.000203218110812893	0.0049264614068492	0.00385177707255036	ENSG00000011600/ENSG00000028137/ENSG00000106546/ENSG00000113916/ENSG00000114013/ENSG00000121807/ENSG00000122025/ENSG00000124762/ENSG00000131042/ENSG00000131981/ENSG00000134061/ENSG00000136235/ENSG00000155659/ENSG00000169508/ENSG00000172175/ENSG00000172216/ENSG00000186818	17
