ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1905477	BP	GO:1905477	positive regulation of protein localization to membrane	7/206	117/20973	0.00015860364532503	0.0262929598694383	0.0229836159716622	ENSG00000160255/ENSG00000161011/ENSG00000166900/ENSG00000168502/ENSG00000169896/ENSG00000171132/ENSG00000171867	7
GO:0006029	BP	GO:0006029	proteoglycan metabolic process	6/206	84/20973	0.000179498334429156	0.0276517580097032	0.0241713899915495	ENSG00000012232/ENSG00000112033/ENSG00000123989/ENSG00000182197/ENSG00000185352/ENSG00000197496	6
GO:0019372	BP	GO:0019372	lipoxygenase pathway	3/206	12/20973	0.000192452802968128	0.0276517580097032	0.0241713899915495	ENSG00000012779/ENSG00000132965/ENSG00000164120	3
GO:1903532	BP	GO:1903532	positive regulation of secretion by cell	11/206	302/20973	0.000207926576323288	0.0276517580097032	0.0241713899915495	ENSG00000101200/ENSG00000106327/ENSG00000112033/ENSG00000136869/ENSG00000141433/ENSG00000151651/ENSG00000160255/ENSG00000169896/ENSG00000171132/ENSG00000179348/ENSG00000186792	11
GO:0097553	BP	GO:0097553	calcium ion transmembrane import into cytosol	8/206	163/20973	0.000213961654460138	0.0276517580097032	0.0241713899915495	ENSG00000104369/ENSG00000157388/ENSG00000171132/ENSG00000171316/ENSG00000171867/ENSG00000186815/ENSG00000198838/ENSG00000203618	8
GO:0090314	BP	GO:0090314	positive regulation of protein targeting to membrane	4/206	31/20973	0.000231037118562359	0.0276517580097032	0.0241713899915495	ENSG00000160255/ENSG00000168502/ENSG00000169896/ENSG00000171867	4
GO:0033627	BP	GO:0033627	cell adhesion mediated by integrin	6/206	88/20973	0.000231666873405691	0.0276517580097032	0.0241713899915495	ENSG00000105855/ENSG00000128342/ENSG00000160255/ENSG00000169896/ENSG00000182197/ENSG00000197635	6
GO:0007188	BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	10/206	260/20973	0.000261798193493798	0.0292650892837151	0.0255816605210406	ENSG00000050628/ENSG00000065989/ENSG00000131016/ENSG00000134489/ENSG00000140030/ENSG00000141433/ENSG00000156049/ENSG00000157388/ENSG00000162104/ENSG00000182885	10
GO:0030166	BP	GO:0030166	proteoglycan biosynthetic process	5/206	59/20973	0.000283410954296561	0.0292650892837151	0.0255816605210406	ENSG00000012232/ENSG00000123989/ENSG00000182197/ENSG00000185352/ENSG00000197496	5
GO:0032689	BP	GO:0032689	negative regulation of interferon-gamma production	5/206	59/20973	0.000283410954296561	0.0292650892837151	0.0255816605210406	ENSG00000107738/ENSG00000115602/ENSG00000136869/ENSG00000171867/ENSG00000203710	5
GO:0002526	BP	GO:0002526	acute inflammatory response	7/206	130/20973	0.00030351577332335	0.0292650892837151	0.0255816605210406	ENSG00000050628/ENSG00000099985/ENSG00000106327/ENSG00000132965/ENSG00000151651/ENSG00000172216/ENSG00000182197	7
GO:0061744	BP	GO:0061744	motor behavior	3/206	14/20973	0.000313834737626971	0.0292650892837151	0.0255816605210406	ENSG00000182197/ENSG00000197381/ENSG00000197635	3
GO:0055094	BP	GO:0055094	response to lipoprotein particle	4/206	34/20973	0.000332774750166428	0.0300909046817158	0.0263035352763129	ENSG00000129226/ENSG00000136869/ENSG00000158869/ENSG00000160255	4
GO:0042060	BP	GO:0042060	wound healing	14/206	489/20973	0.00035836507313165	0.0314518052419071	0.0274931470966015	ENSG00000011422/ENSG00000012779/ENSG00000110080/ENSG00000112033/ENSG00000121966/ENSG00000132205/ENSG00000136869/ENSG00000138185/ENSG00000158869/ENSG00000163235/ENSG00000171132/ENSG00000179348/ENSG00000182197/ENSG00000203618	14
GO:0061756	BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	5/206	65/20973	0.00044586719116967	0.0359585864446025	0.0314326856249912	ENSG00000012779/ENSG00000110080/ENSG00000134954/ENSG00000160255/ENSG00000182197	5
GO:0071402	BP	GO:0071402	cellular response to lipoprotein particle stimulus	4/206	37/20973	0.000463136740144183	0.0363684219102695	0.0317909374536644	ENSG00000129226/ENSG00000136869/ENSG00000158869/ENSG00000160255	4
GO:0002275	BP	GO:0002275	myeloid cell activation involved in immune response	6/206	101/20973	0.000487585075804732	0.0373065093897775	0.0326109532481546	ENSG00000154269/ENSG00000158869/ENSG00000160255/ENSG00000169896/ENSG00000171132/ENSG00000179348	6
GO:1902105	BP	GO:1902105	regulation of leukocyte differentiation	11/206	347/20973	0.000670177344086601	0.04761450463701	0.0416215403169574	ENSG00000107738/ENSG00000128342/ENSG00000136869/ENSG00000151651/ENSG00000168421/ENSG00000172216/ENSG00000179348/ENSG00000184371/ENSG00000185338/ENSG00000203710/ENSG00000276231	11
GO:0030667	CC	GO:0030667	secretory granule membrane	20/209	379/21993	6.77129478163924e-10	1.90273383364063e-07	1.68925985605105e-07	ENSG00000011422/ENSG00000075651/ENSG00000122986/ENSG00000129226/ENSG00000136026/ENSG00000143226/ENSG00000149516/ENSG00000151651/ENSG00000158869/ENSG00000160255/ENSG00000166527/ENSG00000166825/ENSG00000166900/ENSG00000167613/ENSG00000169896/ENSG00000172794/ENSG00000182885/ENSG00000186792/ENSG00000196352/ENSG00000203710	20
GO:0031902	CC	GO:0031902	late endosome membrane	8/209	192/21993	0.000517000492741368	0.0207538769229035	0.0184254310946924	ENSG00000075651/ENSG00000102471/ENSG00000105223/ENSG00000129226/ENSG00000137642/ENSG00000142089/ENSG00000144909/ENSG00000198400	8
GO:0098636	CC	GO:0098636	protein complex involved in cell adhesion	4/209	43/21993	0.000731581687682247	0.0256968067798389	0.0228137973658806	ENSG00000011422/ENSG00000105855/ENSG00000160255/ENSG00000169896	4
GO:0005766	CC	GO:0005766	primary lysosome	7/209	172/21993	0.0013190873259911	0.0336966853275909	0.0299161431827648	ENSG00000129226/ENSG00000136026/ENSG00000145287/ENSG00000166900/ENSG00000169397/ENSG00000172794/ENSG00000196743	7
GO:0042582	CC	GO:0042582	azurophil granule	7/209	172/21993	0.0013190873259911	0.0336966853275909	0.0299161431827648	ENSG00000129226/ENSG00000136026/ENSG00000145287/ENSG00000166900/ENSG00000169397/ENSG00000172794/ENSG00000196743	7
GO:0001223	MF	GO:0001223	transcription coactivator binding	5/210	40/20738	5.00656380548415e-05	0.0174700728503322	0.015349645103729	ENSG00000106546/ENSG00000112033/ENSG00000116016/ENSG00000124496/ENSG00000179348	5
GO:0004896	MF	GO:0004896	cytokine receptor activity	7/210	100/20738	7.13064197972742e-05	0.0174700728503322	0.015349645103729	ENSG00000056736/ENSG00000100368/ENSG00000115602/ENSG00000115604/ENSG00000121966/ENSG00000177663/ENSG00000185291	7
GO:0008081	MF	GO:0008081	phosphoric diester hydrolase activity	6/210	95/20738	0.000412587507697973	0.0336504900655379	0.0295661663518904	ENSG00000065989/ENSG00000075651/ENSG00000105223/ENSG00000115896/ENSG00000154269/ENSG00000158555	6
GO:0036041	MF	GO:0036041	long-chain fatty acid binding	3/210	15/20738	0.000425731993450544	0.0336504900655379	0.0295661663518904	ENSG00000112033/ENSG00000132965/ENSG00000166900	3
GO:0001540	MF	GO:0001540	amyloid-beta binding	6/210	99/20738	0.000514460798321168	0.0336504900655379	0.0295661663518904	ENSG00000136869/ENSG00000137642/ENSG00000160255/ENSG00000163697/ENSG00000169896/ENSG00000171867	6
GO:0050135	MF	GO:0050135	NAD(P)+ nucleosidase activity	3/210	16/20738	0.000520076744653496	0.0336504900655379	0.0295661663518904	ENSG00000115602/ENSG00000115604/ENSG00000136869	3
GO:0061809	MF	GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating	3/210	16/20738	0.000520076744653496	0.0336504900655379	0.0295661663518904	ENSG00000115602/ENSG00000115604/ENSG00000136869	3
GO:1901981	MF	GO:1901981	phosphatidylinositol phosphate binding	8/210	182/20738	0.000549395756172047	0.0336504900655379	0.0295661663518904	ENSG00000021762/ENSG00000064652/ENSG00000070540/ENSG00000143473/ENSG00000153317/ENSG00000168952/ENSG00000186815/ENSG00000197321	8
GO:0004953	MF	GO:0004953	icosanoid receptor activity	3/210	17/20738	0.000626822236452609	0.0341269884290865	0.02998482979054	ENSG00000050628/ENSG00000152207/ENSG00000164120	3
GO:0001846	MF	GO:0001846	opsonin binding	3/210	19/20738	0.000879986672500602	0.0430421121946816	0.0378178816060682	ENSG00000160255/ENSG00000169896/ENSG00000203710	3
GO:0004674	MF	GO:0004674	protein serine/threonine kinase activity	13/210	470/20738	0.00105409254354322	0.0430421121946816	0.0378178816060682	ENSG00000049323/ENSG00000064393/ENSG00000095015/ENSG00000100784/ENSG00000107968/ENSG00000115977/ENSG00000137193/ENSG00000138395/ENSG00000141068/ENSG00000161011/ENSG00000171132/ENSG00000178607/ENSG00000183049	13
